title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publication_date,author_mean_rates,year,month,day,children,"comics, graphic","fantasy, paranormal",fiction,"history, historical fiction, biography","mystery, thriller, crime",non-fiction,poetry,romance,young-adult,title_word_count,authors_name_count
Treasure Island,Robert Louis Stevenson,3.83,245,5967,276,2005-06-01,3.84,2005.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1
Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,64,104,14,2003-07-01,3.8414307407661856,2003.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,3
Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,232,91,16,2006-01-31,3.842854372665283,2006.0,1.0,31.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,3
On Beyond Zebra!,Dr. Seuss,4.04,64,2815,164,1955-09-12,4.24,1955.0,9.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,1
The Wedding Clause,Debbie Raleigh,3.6,256,95,13,2005-06-07,3.56,2005.0,6.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3,1
The Zebra Wall,Kevin Henkes,3.44,147,217,24,2005-02-15,4.13,2005.0,2.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1
El perfume: Historia de un asesino,Patrick Süskind,4.02,239,4136,255,2002-06-01,3.98,2002.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6,1
The Door Into Summer,Robert A. Heinlein,4.01,304,17232,649,1997-06-17,3.92,1997.0,6.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4,1
Stranger in a Strange Land,Robert A. Heinlein,3.92,528,251872,6241,1991-10-01,3.92,1991.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
To Sail Beyond the Sunset,Robert A. Heinlein,3.87,434,10293,193,1988-06-01,3.92,1988.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5,1
Job: A Comedy of Justice,Robert A. Heinlein,3.78,439,15970,438,1985-10-12,3.92,1985.0,10.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1
Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,256,6898,200,2006-08-08,3.92,2006.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7,1
The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,307,67803,1401,1991-02-15,4.19,1991.0,2.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10,1
The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,298,22091,746,2005-04-26,4.19,2005.0,4.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,1
Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,368,2623,49,2005-12-27,4.12,2005.0,12.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10,1
Douglas Adams's Starship Titanic,Terry Jones,3.6,256,885,84,1998-10-27,3.96,1998.0,10.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
On Bullshit,Harry G. Frankfurt,3.57,67,9358,995,2005-01-30,3.56,2005.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1
Another Bullshit Night in Suck City,Nick Flynn,3.78,347,9318,907,2005-09-12,3.84,2005.0,9.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6,1
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,317,120,15,1993-06-12,3.94,1993.0,6.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8,1
The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,32,5239,76,1998-02-02,4.338443391313405,1998.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,2
Underworld,Don DeLillo,3.92,827,1505,175,1998-07-09,3.68,1998.0,7.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
Libra,Don DeLillo,3.99,480,11857,564,1991-05-01,3.68,1991.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1
Americana,Don DeLillo,3.43,377,393,55,1989-07-06,3.68,1989.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
Running Dog,Don DeLillo,3.43,256,1356,72,1989-07-17,3.68,1989.0,7.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1
Cosmopolis,Don DeLillo,3.22,224,460,41,2004-04-06,3.68,2004.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Great Jones Street,Don DeLillo,3.48,272,2492,145,1994-01-01,3.68,1994.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
The Names,Don DeLillo,3.64,339,3100,212,1989-07-17,3.68,1989.0,7.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1
Against the Day,Thomas Pynchon,4.13,1085,5296,587,2006-11-21,3.85,2006.0,11.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1
V.,Thomas Pynchon,3.96,547,1415,177,2005-07-05,3.85,2005.0,7.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
The Crying of Lot 49,Thomas Pynchon,3.69,152,2161,230,1999-04-01,3.85,1999.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1
Gravity's Rainbow,Thomas Pynchon,4.01,784,762,213,2000-01-01,3.85,2000.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1
Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,773,8086,602,2004-01-03,3.847721460125552,2004.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
Vineland,Thomas Pynchon,3.69,385,702,69,1997-09-01,3.85,1997.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
Gravity's Rainbow,Thomas Pynchon,4.01,776,29764,2164,2006-10-31,3.850196726589133,2006.0,10.0,31.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1
Slow Learner: Early Stories,Thomas Pynchon,3.5,193,334,34,1985-04-30,3.85,1985.0,4.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1
Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,352,2473,220,1996-08-29,3.849584385019442,1996.0,8.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10,2
The Year of Magical Thinking,Joan Didion,3.89,227,2656,336,2005-10-04,3.91,2005.0,10.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
The White Album,Joan Didion,4.17,222,11889,738,1990-10-01,3.91,1990.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1
A Book of Common Prayer,Joan Didion,3.8,272,2962,255,1995-04-11,3.908730977559969,1995.0,4.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
Where I Was From,Joan Didion,3.86,240,2842,292,2004-09-14,3.91,2004.0,9.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1
Slouching Towards Bethlehem,Joan Didion,4.21,238,26934,1825,1990-10-01,3.91,1990.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1
Democracy,Joan Didion,3.81,234,2070,169,1995-04-25,3.91,1995.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,1122,1564,108,2006-10-17,3.914047638790995,2006.0,10.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10,2
Play It As It Lays,Joan Didion/David Thomson,3.87,231,23656,1706,2005-11-15,3.904827683126204,2005.0,11.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,2
The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,308,43200,1873,2006-03-28,4.166223533940716,2006.0,3.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,3
City of Glass (The New York Trilogy  #1),Paul Auster,3.79,203,12410,734,1987-04-07,3.82,1987.0,4.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1
Ghosts (The New York Trilogy  #2),Paul Auster,3.64,96,3672,195,1987-07-07,3.82,1987.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1
The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,179,2998,164,1986-11-01,3.82,1986.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1
The Brooklyn Follies,Paul Auster,3.84,306,17977,1157,2006-10-17,3.82,2006.0,10.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1
Moon Palace,Paul Auster,3.94,320,16099,503,1990-04-01,3.82,1990.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
The Music of Chance,Paul Auster,3.9,217,361,36,1991-12-01,3.82,1991.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1
Travels in the Scriptorium,Paul Auster,3.23,145,6688,562,2007-01-23,3.82,2007.0,1.0,23.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1
Leviathan,Paul Auster,3.96,275,11744,443,1993-09-01,3.82,1993.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
The Red Notebook: True Stories,Paul Auster,3.77,104,2390,120,2002-06-17,3.82,2002.0,6.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,1075,21,1,2002-11-07,3.82,2002.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,608,52522,2780,2005-12-27,3.98,2005.0,12.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,1
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,211,213,26,2006-02-01,3.472974683544303,2006.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,2
Collapse of Complex Societies,Joseph A. Tainter,4.15,262,719,86,1990-03-29,4.14,1990.0,3.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1
Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,544,4762,512,2001-08-07,3.84,2001.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,1
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,576,278,20,1998-09-17,4.216624715958749,1998.0,9.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11,5
My Inventions,Nikola Tesla,4.01,88,2862,262,2006-05-17,4.05,2006.0,5.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,542,2829,334,2001-02-01,3.7645921386306007,2001.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,2
Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,249,478,12,2006-06-27,3.705028497661731,2006.0,6.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3
Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,828,1577,49,2004-10-11,4.178389485585076,2004.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,3
Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,112,73,8,2000-06-13,3.650180675674343,2000.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3
Lord of the Flies,William Golding,3.68,6,408,96,2005-10-11,3.65,2005.0,10.0,11.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,1
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,397,1693,100,2006-09-12,4.05,2006.0,9.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14,1
The Lovely Bones,Alice Sebold,3.81,328,6485,966,2003-06-01,3.76,2003.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1
The Lovely Bones,Alice Sebold,3.81,532,367,73,2004-04-01,3.76,2004.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1
Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,224,1371,43,1990-05-13,3.94,1990.0,5.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1
HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,456,549,42,2006-08-01,3.78,2006.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,1
1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,575,288,31,2005-05-15,3.78,2005.0,5.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,245,26381,1109,2006-06-13,3.76,2006.0,6.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9,1
Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,272,62089,3324,2004-07-02,3.76,2004.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9,1
Vice (V  #8),Jane Feather,3.51,419,474,19,1996-05-02,3.56,1996.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3,1
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,540,166046,6446,2006-04-25,3.76,2006.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13,1
Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,32,1773,274,2005-04-01,3.994209782893016,2005.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3
Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,408,286,10,1990-11-19,3.6907024029574864,1990.0,11.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9,2
Motorcycle Basics Techbook,John Harold Haynes,3.85,222,40,2,2002-07-05,3.99,2002.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,304,7300,266,2003-04-01,4.04057355659023,2003.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,2
War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,1392,211671,6245,1998-06-25,4.058898722213771,1998.0,6.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3,4
The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,352,2403,210,2006-09-08,4.04978476507744,2006.0,9.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7,2
Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,1168,322483,14702,1999-08-01,3.748820980230624,1999.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,2
For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,224,2750,108,1963-12-01,3.74,1963.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9,1
The Fountainhead,Ayn Rand,3.87,752,1886,229,2005-04-26,3.74,2005.0,4.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2,1
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,176,11462,467,1964-11-01,3.739466320152276,1964.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9,2
Anthem,Ayn Rand,3.63,105,110952,7277,1999-12-01,3.74,1999.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
We the Living,Ayn Rand/Leonard Peikoff,3.91,464,23199,1086,1996-01-01,3.748820980230624,1996.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3,2
Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,340,3501,153,1986-07-15,3.739329571820704,1986.0,7.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4
Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,368,646,83,2006-07-25,3.850000000000001,2006.0,7.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,1
Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,192,12180,630,2002-09-17,4.17,2002.0,9.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9,1
"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,571,1601,284,2004-01-01,3.1600000000000006,2004.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,1
The Natural,Bernard Malamud/Kevin Baker,3.63,231,8854,672,2003-07-07,3.809489665186197,2003.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2
Digging to America,Anne Tyler,3.55,277,17155,1841,2006-05-02,3.66,2006.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1
Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,826,44,3,2004-01-21,3.704598825831703,2004.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,2
Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,528,234,11,2004-10-07,3.619298597194389,2004.0,10.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,2
The Plot Against America,Philip Roth,3.77,391,33321,2925,2005-09-27,3.8,2005.0,9.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,1
Naked Pictures of Famous People,Jon   Stewart,3.59,164,8703,417,1999-09-22,3.97,1999.0,9.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,352,6375,179,2008-05-13,3.973467234977388,2008.0,5.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3
Crónica de una muerte anunciada,Gabriel García Márquez,3.97,118,7888,411,2003-10-14,3.95,2003.0,10.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5,1
Cien años de soledad,Gabriel García Márquez,4.07,496,130,5,2006-02-07,3.95,2006.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,1
Del amor y otros demonios,Gabriel García Márquez,3.98,176,4508,278,2006-02-07,3.95,2006.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5,1
Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,533,397,47,2004-10-12,3.928418760434337,2004.0,10.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,2
Memoria de mis putas tristes,Gabriel García Márquez,3.6,112,5856,377,2004-10-19,3.95,2004.0,10.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5,1
The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,425,32569,1058,2004-09-02,4.07,2004.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,1
Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,287,6870,237,2006-04-04,4.07,2006.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,14,1
Cryptonomicon,Neal Stephenson,4.25,1139,83184,4249,2002-11-01,4.05,2002.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,815,19320,565,2005-06-14,4.05,2005.0,6.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,1
Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,927,30872,1735,2004-09-21,4.05,2004.0,9.0,21.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5,1
The Cobweb,Neal Stephenson/J. Frederick George,3.61,448,2465,137,2005-05-31,4.048312185948383,2005.0,5.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2
The Big U,Neal Stephenson,3.25,308,4657,223,2001-02-06,4.05,2001.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1
The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,499,71042,2767,2000-05-02,4.05,2000.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2
Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,640,4731,270,2005-05-31,4.043918905067773,2005.0,5.0,31.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3
Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,464,1567,65,2006-03-28,4.05,2006.0,3.0,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,1
Snow Crash,Neal Stephenson/Guy Abadia,4.03,438,188100,6612,2000-08-02,4.05,2000.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,450,1474,30,2005-06-01,4.209691991786448,2005.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,2
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,381,1929,72,2004-12-01,4.209691991786448,2004.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,2
The Design of Everyday Things,Donald A. Norman,4.17,240,18602,1379,2002-09-19,4.11,2002.0,9.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,272,3702,149,2005-05-11,4.11,2005.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,1
The Psychology of Everyday Things,Donald A. Norman,4.17,257,265,31,1988-06-13,4.11,1988.0,6.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,259,51,7,2006-04-30,4.214710017574693,2006.0,4.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21,3
The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,192,920,76,2006-05-02,3.759973052231533,2006.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2,3
The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,197,1631221,55843,1993-05-01,3.757638409017765,1993.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2,3
Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,192,9013,153,2006-09-19,4.55,2006.0,9.0,19.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7,2
Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,192,16666,299,2005-09-13,4.55,2005.0,9.0,13.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7,2
Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,192,11451,161,2006-07-18,4.55,2006.0,7.0,18.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7,2
