title,authors_x,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,authors_y,children,"comics, graphic","fantasy, paranormal",fiction,"history, historical fiction, biography","mystery, thriller, crime",non-fiction,poetry,romance,young-adult
The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,eng,635,392,41,1/16/2004,"[{'author_id': '159', 'role': ''}, {'author_id': '135507', 'role': 'Introduction'}, {'author_id': '3849668', 'role': 'Noted by'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Writing,Marguerite Duras,3.75,eng,91,778,44,5/6/1999,"[{'author_id': '163', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
The War,Marguerite Duras/Barbara Bray,3.85,eng,192,963,65,8/1/1994,"[{'author_id': '163', 'role': ''}, {'author_id': '25484', 'role': 'Translator'}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,en-US,181,2057,128,3/12/1986,"[{'author_id': '163', 'role': ''}, {'author_id': '3849676', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,eng,178,203,8,7/1/1999,"[{'author_id': '6466154', 'role': ''}, {'author_id': '3319737', 'role': 'Editor'}, {'author_id': '3849678', 'role': 'Editor'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,eng,464,35,2,4/1/1998,"[{'author_id': '168', 'role': ''}, {'author_id': '6466154', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,eng,102,328,16,1/1/1998,"[{'author_id': '6466154', 'role': ''}, {'author_id': '353513', 'role': 'Translator'}, {'author_id': '608211', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,eng,216,1308,82,2/21/1995,"[{'author_id': '6466154', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,eng,132,6432,517,3/3/2003,"[{'author_id': '6466154', 'role': ''}, {'author_id': '861030', 'role': ' Translator'}]",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,eng,100,3015,217,6/14/2011,"[{'author_id': '6466154', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Treasure Island,Robert Louis Stevenson,3.83,eng,311,318753,6734,9/15/2001,"[{'author_id': '854076', 'role': ''}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,en-US,213,420,42,10/1/2004,"[{'author_id': '854076', 'role': ''}, {'author_id': '78071', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Treasure Island,Robert Louis Stevenson,3.83,eng,245,5967,276,6/1/2005,"[{'author_id': '854076', 'role': ''}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,eng,64,104,14,7/1/2003,"[{'author_id': '854076', 'role': ''}, {'author_id': '54622', 'role': 'Illustrator'}, {'author_id': '12069', 'role': 'Abridged by'}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,eng,232,91,16,1/31/2006,"[{'author_id': '13834', 'role': 'Adapter'}, {'author_id': '3849688', 'role': 'Illustrator'}, {'author_id': '854076', 'role': ''}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
On Beyond Zebra!,Dr. Seuss,4.04,eng,64,2815,164,9/12/1955,"[{'author_id': '61105', 'role': ''}]",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
The Wedding Clause,Debbie Raleigh,3.6,eng,256,95,13,6/7/2005,"[{'author_id': '192', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
The Zebra Wall,Kevin Henkes,3.44,eng,147,217,24,2/15/2005,"[{'author_id': '193', 'role': ''}]",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
El perfume: Historia de un asesino,Patrick Süskind,4.02,spa,239,4136,255,6/1/2002,"[{'author_id': '39402', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
The Door Into Summer,Robert A. Heinlein,4.01,eng,304,17232,649,6/17/1997,"[{'author_id': '205', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Stranger in a Strange Land,Robert A. Heinlein,3.92,eng,528,251872,6241,10/1/1991,"[{'author_id': '205', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
To Sail Beyond the Sunset,Robert A. Heinlein,3.87,en-US,434,10293,193,6/1/1988,"[{'author_id': '205', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Job: A Comedy of Justice,Robert A. Heinlein,3.78,en-US,439,15970,438,10/12/1985,"[{'author_id': '205', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,eng,256,6898,200,8/8/2006,"[{'author_id': '205', 'role': ''}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,en-US,307,67803,1401,2/15/1991,"[{'author_id': '4', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,eng,298,22091,746,4/26/2005,"[{'author_id': '4', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,eng,368,2623,49,12/27/2005,"[{'author_id': '16302898', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Douglas Adams's Starship Titanic,Terry Jones,3.6,eng,256,885,84,10/27/1998,"[{'author_id': '209', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
On Bullshit,Harry G. Frankfurt,3.57,eng,67,9358,995,1/30/2005,"[{'author_id': '219', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Another Bullshit Night in Suck City,Nick Flynn,3.78,eng,347,9318,907,9/12/2005,"[{'author_id': '220', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,en-US,317,120,15,6/12/1993,"[{'author_id': '228', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,eng,32,5239,76,2/2/1998,"[{'author_id': '229', 'role': 'Illustrations'}, {'author_id': '83299', 'role': 'Illustrator'}]",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Underworld,Don DeLillo,3.92,eng,827,1505,175,7/9/1998,"[{'author_id': '233', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Libra,Don DeLillo,3.99,eng,480,11857,564,5/1/1991,"[{'author_id': '233', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Americana,Don DeLillo,3.43,eng,377,393,55,7/6/1989,"[{'author_id': '233', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Running Dog,Don DeLillo,3.43,eng,256,1356,72,7/17/1989,"[{'author_id': '233', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Cosmopolis,Don DeLillo,3.22,eng,224,460,41,4/6/2004,"[{'author_id': '233', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Great Jones Street,Don DeLillo,3.48,eng,272,2492,145,1/1/1994,"[{'author_id': '233', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Names,Don DeLillo,3.64,eng,339,3100,212,7/17/1989,"[{'author_id': '233', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Against the Day,Thomas Pynchon,4.13,eng,1085,5296,587,11/21/2006,"[{'author_id': '235', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
V.,Thomas Pynchon,3.96,eng,547,1415,177,7/5/2005,"[{'author_id': '235', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,2161,230,4/1/1999,"[{'author_id': '235', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Gravity's Rainbow,Thomas Pynchon,4.01,eng,784,762,213,1/1/2000,"[{'author_id': '235', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,eng,773,8086,602,1/3/2004,"[{'author_id': '235', 'role': ''}, {'author_id': '225880', 'role': 'Translator'}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vineland,Thomas Pynchon,3.69,en-US,385,702,69,9/1/1997,"[{'author_id': '235', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gravity's Rainbow,Thomas Pynchon,4.01,eng,776,29764,2164,10/31/2006,"[{'author_id': '235', 'role': ''}, {'author_id': '2964893', 'role': 'contributor'}, {'author_id': '2904887', 'role': 'translator'}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slow Learner: Early Stories,Thomas Pynchon,3.5,eng,193,334,34,4/30/1985,"[{'author_id': '235', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,eng,352,2473,220,8/29/1996,"[{'author_id': '5606635', 'role': ''}, {'author_id': '235', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The Year of Magical Thinking,Joan Didion,3.89,en-US,227,2656,336,10/4/2005,"[{'author_id': '238', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The White Album,Joan Didion,4.17,eng,222,11889,738,10/1/1990,"[{'author_id': '238', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
A Book of Common Prayer,Joan Didion,3.8,eng,272,2962,255,4/11/1995,"[{'author_id': '238', 'role': ''}, {'author_id': '356475', 'role': 'Illustrator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Where I Was From,Joan Didion,3.86,eng,240,2842,292,9/14/2004,"[{'author_id': '238', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Slouching Towards Bethlehem,Joan Didion,4.21,eng,238,26934,1825,10/1/1990,"[{'author_id': '238', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Democracy,Joan Didion,3.81,en-US,234,2070,169,4/25/1995,"[{'author_id': '238', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,eng,1122,1564,108,10/17/2006,"[{'author_id': '238', 'role': ''}, {'author_id': '9875', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Play It As It Lays,Joan Didion/David Thomson,3.87,eng,231,23656,1706,11/15/2005,"[{'author_id': '238', 'role': ''}, {'author_id': '16462792', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,eng,308,43200,1873,3/28/2006,"[{'author_id': '296961', 'role': ''}, {'author_id': '5117', 'role': 'Illustrations'}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
City of Glass (The New York Trilogy  #1),Paul Auster,3.79,eng,203,12410,734,4/7/1987,"[{'author_id': '296961', 'role': ''}]",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ghosts (The New York Trilogy  #2),Paul Auster,3.64,eng,96,3672,195,7/7/1987,"[{'author_id': '296961', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,eng,179,2998,164,11/1/1986,"[{'author_id': '296961', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Brooklyn Follies,Paul Auster,3.84,eng,306,17977,1157,10/17/2006,"[{'author_id': '296961', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Moon Palace,Paul Auster,3.94,eng,320,16099,503,4/1/1990,"[{'author_id': '296961', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
The Music of Chance,Paul Auster,3.9,en-US,217,361,36,12/1/1991,"[{'author_id': '296961', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Travels in the Scriptorium,Paul Auster,3.23,eng,145,6688,562,1/23/2007,"[{'author_id': '296961', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Leviathan,Paul Auster,3.96,eng,275,11744,443,9/1/1993,"[{'author_id': '296961', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
The Red Notebook: True Stories,Paul Auster,3.77,eng,104,2390,120,6/17/2002,"[{'author_id': '296961', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,fre,1075,21,1,11/7/2002,"[{'author_id': '296961', 'role': ''}]",,,,,,,,,,
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,eng,608,52522,2780,12/27/2005,"[{'author_id': '256', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,en-US,211,213,26,2/1/2006,"[{'author_id': '257', 'role': ''}, {'author_id': '3849744', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Collapse of Complex Societies,Joseph A. Tainter,4.15,eng,262,719,86,3/29/1990,"[{'author_id': '20895', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,eng,544,4762,512,8/7/2001,"[{'author_id': '260', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,eng,576,278,20,9/17/1998,"[{'author_id': '267', 'role': 'editor'}, {'author_id': '685067', 'role': 'editor'}, {'author_id': '1056940', 'role': 'editor'}, {'author_id': '520810', 'role': 'editor'}, {'author_id': '2747979', 'role': 'editor'}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
My Inventions,Nikola Tesla,4.01,eng,88,2862,262,5/17/2006,"[{'author_id': '278', 'role': ''}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,eng,542,2829,334,2/1/2001,"[{'author_id': '458251', 'role': ''}, {'author_id': '3849749', 'role': 'Foreword by'}]",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,eng,249,478,12,6/27/2006,"[{'author_id': '7062918', 'role': ''}, {'author_id': '5669', 'role': ''}, {'author_id': '78303', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,en-US,828,1577,49,10/11/2004,"[{'author_id': '13', 'role': ''}, {'author_id': '302', 'role': ''}, {'author_id': '2815', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,eng,112,73,8,6/13/2000,"[{'author_id': '307', 'role': ''}, {'author_id': '3899673', 'role': ''}, {'author_id': '306', 'role': ''}]",,,,,,,,,,
Lord of the Flies,William Golding,3.68,eng,6,408,96,10/11/2005,"[{'author_id': '306', 'role': ''}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,eng,397,1693,100,9/12/2006,"[{'author_id': '15262', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Lovely Bones,Alice Sebold,3.81,en-GB,328,6485,966,6/1/2003,"[{'author_id': '316', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
The Lovely Bones,Alice Sebold,3.81,en-US,532,367,73,4/1/2004,"[{'author_id': '316', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,eng,224,1371,43,5/13/1990,"[{'author_id': '317', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,en-US,456,549,42,8/1/2006,"[{'author_id': '347', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,mul,575,288,31,5/15/2005,"[{'author_id': '355', 'role': ''}]",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,eng,245,26381,1109,6/13/2006,"[{'author_id': '375', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,eng,272,62089,3324,7/2/2004,"[{'author_id': '375', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Vice (V  #8),Jane Feather,3.51,eng,419,474,19,5/2/1996,"[{'author_id': '395', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,eng,540,166046,6446,4/25/2006,"[{'author_id': '401', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,eng,32,1773,274,4/1/2005,"[{'author_id': '411', 'role': 'Author and Illustrator'}, {'author_id': '573815', 'role': 'Illustrator'}, {'author_id': '1404294', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,en-GB,408,286,10,11/19/1990,"[{'author_id': '2789676', 'role': ''}, {'author_id': '276638', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Motorcycle Basics Techbook,John Harold Haynes,3.85,eng,222,40,2,7/5/2002,"[{'author_id': '111333', 'role': ''}]",,,,,,,,,,
The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,eng,304,7300,266,4/1/2003,"[{'author_id': '128382', 'role': ''}, {'author_id': '119190', 'role': 'Afterword'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,eng,1392,211671,6245,6/25/1998,"[{'author_id': '128382', 'role': ''}, {'author_id': '72229', 'role': 'editor'}, {'author_id': '72230', 'role': 'translator'}, {'author_id': '235013', 'role': 'translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,eng,352,2403,210,9/8/2006,"[{'author_id': '128382', 'role': ''}, {'author_id': '69892', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,eng,1168,322483,14702,8/1/1999,"[{'author_id': '432', 'role': ''}, {'author_id': '1421', 'role': 'Introduction'}]",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,eng,224,2750,108,12/1/1963,"[{'author_id': '432', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Fountainhead,Ayn Rand,3.87,en-US,752,1886,229,4/26/2005,"[{'author_id': '432', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,eng,176,11462,467,11/1/1964,"[{'author_id': '432', 'role': ''}, {'author_id': '1333', 'role': 'Contributor'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Anthem,Ayn Rand,3.63,eng,105,110952,7277,12/1/1999,"[{'author_id': '432', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
We the Living,Ayn Rand/Leonard Peikoff,3.91,eng,464,23199,1086,1/1/1996,"[{'author_id': '432', 'role': ''}, {'author_id': '1421', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,eng,340,3501,153,7/15/1986,"[{'author_id': '432', 'role': ''}, {'author_id': '1333', 'role': ''}, {'author_id': '1334', 'role': ''}, {'author_id': '1335', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,eng,368,646,83,7/25/2006,"[{'author_id': '16784909', 'role': ''}]",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,eng,192,12180,630,9/17/2002,"[{'author_id': '438', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,en-US,571,1601,284,1/1/2004,"[{'author_id': '444', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Natural,Bernard Malamud/Kevin Baker,3.63,eng,231,8854,672,7/7/2003,"[{'author_id': '447', 'role': ''}, {'author_id': '2095', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Digging to America,Anne Tyler,3.55,eng,277,17155,1841,5/2/2006,"[{'author_id': '457', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,eng,826,44,3,1/21/2004,"[{'author_id': '15782', 'role': ''}, {'author_id': '15781', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,en-US,528,234,11,10/7/2004,"[{'author_id': '462', 'role': ''}, {'author_id': '15753', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Plot Against America,Philip Roth,3.77,eng,391,33321,2925,9/27/2005,"[{'author_id': '463', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Naked Pictures of Famous People,Jon   Stewart,3.59,en-GB,164,8703,417,9/22/1999,"[{'author_id': '466', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,eng,352,6375,179,5/13/2008,"[{'author_id': '13450', 'role': ''}, {'author_id': '50060', 'role': 'Translator'}, {'author_id': '963872', 'role': 'Translator'}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Crónica de una muerte anunciada,Gabriel García Márquez,3.97,spa,118,7888,411,10/14/2003,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Cien años de soledad,Gabriel García Márquez,4.07,spa,496,130,5,2/7/2006,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Del amor y otros demonios,Gabriel García Márquez,3.98,spa,176,4508,278,2/7/2006,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,eng,533,397,47,10/12/2004,"[{'author_id': '13450', 'role': ''}, {'author_id': '2599', 'role': 'Translator'}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Memoria de mis putas tristes,Gabriel García Márquez,3.6,spa,112,5856,377,10/19/2004,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
